时间,价差买价,价差卖价,价差买量,价差卖量,cu2309.SHFE买价,cu2309.SHFE卖价,cu2309.SHFE买量,cu2309.SHFE卖量,cu2310.SHFE买价,cu2310.SHFE卖价,cu2310.SHFE买量,cu2310.SHFE卖量
2023-06-29 14:58:33.396392,240.0,270.0,0.0,4.0,66950.0,66970.0,18,16,66700.0,66710.0,12,1
2023-06-29 14:58:33.876339,260.0,280.0,2.0,4.0,66970.0,66980.0,176,51,66700.0,66710.0,12,6
2023-06-29 14:58:34.922114,250.0,280.0,2.0,13.0,66970.0,66980.0,175,52,66700.0,66720.0,41,6
2023-06-29 14:58:36.419522,250.0,270.0,3.0,1.0,66970.0,66980.0,165,80,66710.0,66720.0,5,11
2023-06-29 14:58:51.882103,240.0,270.0,3.0,5.0,66970.0,66980.0,156,61,66710.0,66730.0,16,11
2023-06-29 14:58:54.171690,250.0,270.0,0.0,5.0,66970.0,66980.0,138,46,66710.0,66720.0,16,1
2023-06-29 14:59:02.003205,240.0,260.0,4.0,0.0,66970.0,66980.0,121,40,66720.0,66730.0,2,12
2023-06-29 14:59:03.028411,250.0,270.0,0.0,4.0,66970.0,66980.0,123,40,66710.0,66720.0,13,2
2023-06-29 14:59:06.658717,240.0,270.0,3.0,5.0,66970.0,66980.0,124,20,66710.0,66730.0,16,11
2023-06-29 14:59:07.916583,250.0,270.0,0.0,5.0,66970.0,66980.0,124,20,66710.0,66720.0,15,2
2023-06-29 14:59:11.390598,240.0,270.0,3.0,5.0,66970.0,66980.0,123,39,66710.0,66730.0,15,11
2023-06-29 14:59:12.792279,240.0,260.0,3.0,0.0,66970.0,66980.0,121,40,66720.0,66730.0,1,11
2023-06-29 14:59:13.412234,250.0,270.0,1.0,4.0,66970.0,66980.0,120,40,66710.0,66720.0,13,4
2023-06-29 14:59:17.956085,240.0,270.0,2.0,4.0,66970.0,66980.0,117,43,66710.0,66730.0,14,6
2023-06-29 15:03:04.073604,240,280,0,2,66970.0,66980.0,40,39,66700.0,66730.0,6,1
