时间,价差买价,价差卖价,价差买量,价差卖量,IF2307.CFFEX买价,IF2307.CFFEX卖价,IF2307.CFFEX买量,IF2307.CFFEX卖量,IF2308.CFFEX买价,IF2308.CFFEX卖价,IF2308.CFFEX买量,IF2308.CFFEX卖量
2023-06-29 14:54:05.998412,-4.0,-2.200000000000273,0.0,0.0,3807.0,3807.6,1,3,3809.8,3811.0,2,1
2023-06-29 14:54:06.001411,-3.800000000000182,-2.200000000000273,0.0,0.0,3807.2,3807.6,2,3,3809.8,3811.0,2,1
2023-06-29 14:54:06.867030,-4.0,-2.200000000000273,0.0,0.0,3807.0,3807.6,1,3,3809.8,3811.0,2,1
2023-06-29 14:54:07.978966,-4.0,-2.400000000000091,0.0,0.0,3807.0,3807.4,1,1,3809.8,3811.0,1,1
2023-06-29 14:54:08.632228,-4.0,-2.0,0.0,0.0,3807.0,3807.4,1,1,3809.4,3811.0,1,2
2023-06-29 14:54:08.635243,-4.0,-1.800000000000182,0.0,0.0,3807.0,3807.6,1,1,3809.4,3811.0,1,2
2023-06-29 14:54:09.396618,-4.199999999999818,-2.0,0.0,0.0,3806.8,3807.4,2,4,3809.4,3811.0,1,2
2023-06-29 14:54:09.541029,-4.0,-2.0,0.0,0.0,3806.8,3807.4,2,4,3809.4,3810.8,1,1
2023-06-29 14:54:09.860216,-3.800000000000182,-2.0,0.0,0.0,3807.0,3807.4,1,1,3809.4,3810.8,1,1
2023-06-29 14:54:10.028227,-3.800000000000182,-2.200000000000273,0.0,0.0,3807.0,3807.2,1,1,3809.4,3810.8,1,1
2023-06-29 14:54:10.561504,-3.600000000000364,-1.800000000000182,0.0,0.0,3807.2,3807.6,2,4,3809.4,3810.8,1,1
2023-06-29 14:54:11.039107,-3.600000000000364,-2.0,0.0,0.0,3807.2,3807.6,2,4,3809.6,3810.8,2,1
2023-06-29 14:54:11.384637,-3.800000000000182,-2.199999999999818,0.0,0.0,3807.0,3807.4,1,1,3809.6,3810.8,2,1
2023-06-29 14:54:11.593451,-3.799999999999727,-2.0,0.0,0.0,3807.4,3807.6,2,4,3809.6,3811.2,2,1
2023-06-29 14:54:12.048046,-3.599999999999909,-2.200000000000273,0.0,0.0,3807.4,3807.6,2,4,3809.8,3811.0,2,1
2023-06-29 14:54:12.049987,-4.0,-2.200000000000273,0.0,0.0,3807.0,3807.6,1,1,3809.8,3811.0,2,1
2023-06-29 14:54:12.545157,-4.199999999999818,-2.200000000000273,0.0,0.0,3807.0,3807.6,1,1,3809.8,3811.2,2,1
2023-06-29 14:54:12.898743,-3.599999999999909,-2.0,0.0,0.0,3807.6,3807.8,1,6,3809.8,3811.2,2,1
2023-06-29 14:54:13.131659,-4.0,-2.0,0.0,0.0,3807.2,3807.8,2,8,3809.8,3811.2,2,1
2023-06-29 14:54:13.578356,-4.200000000000273,-2.0,0.0,0.0,3807.2,3807.8,2,8,3809.8,3811.4,2,2
2023-06-29 14:54:13.581358,-4.599999999999909,-2.0,0.0,0.0,3806.8,3807.8,1,8,3809.8,3811.4,2,2
2023-06-29 14:54:14.108888,-4.399999999999636,-2.0,0.0,0.0,3806.8,3807.8,1,8,3809.8,3811.2,2,2
2023-06-29 14:54:14.111889,-4.199999999999818,-2.200000000000273,0.0,0.0,3807.0,3807.6,7,4,3809.8,3811.2,2,2
2023-06-29 14:54:14.526101,-4.0,-2.200000000000273,0.0,0.0,3807.0,3807.6,7,4,3809.8,3811.0,2,1
2023-06-29 14:54:14.604493,-3.800000000000182,-2.200000000000273,0.0,0.0,3807.2,3807.6,1,4,3809.8,3811.0,2,1
2023-06-29 14:54:15.543354,-3.599999999999909,-2.200000000000273,0.0,0.0,3807.4,3807.6,1,1,3809.8,3811.0,2,1
2023-06-29 14:54:16.401282,-3.599999999999909,-2.0,0.0,0.0,3807.4,3807.8,2,9,3809.8,3811.0,2,1
2023-06-29 14:54:16.558460,-4.200000000000273,-2.400000000000091,1.0,0.0,3807.2,3807.4,4,1,3809.8,3811.4,2,3
2023-06-29 14:54:17.032418,-4.0,-2.400000000000091,1.0,0.0,3807.2,3807.4,4,1,3809.8,3811.2,2,3
2023-06-29 14:54:17.033417,-4.199999999999818,-2.0,1.0,0.0,3807.0,3807.8,3,7,3809.8,3811.2,2,3
2023-06-29 14:54:17.547058,-4.199999999999818,-2.400000000000091,1.0,0.0,3807.0,3807.4,3,1,3809.8,3811.2,1,3
2023-06-29 14:54:18.063709,-4.0,-2.199999999999818,0.0,0.0,3807.0,3807.4,3,1,3809.6,3811.0,1,1
2023-06-29 14:54:18.435610,-4.0,-2.400000000000091,0.0,0.0,3807.0,3807.2,2,1,3809.6,3811.0,1,1
2023-06-29 14:54:18.436612,-4.199999999999818,-2.400000000000091,0.0,0.0,3806.8,3807.2,2,1,3809.6,3811.0,1,1
2023-06-29 14:54:19.404991,-4.199999999999818,-2.599999999999909,0.0,0.0,3806.8,3807.0,1,1,3809.6,3811.0,1,2
2023-06-29 14:54:19.624066,-4.0,-2.0,0.0,0.0,3806.8,3807.0,1,1,3809.0,3810.8,1,2
2023-06-29 14:54:19.626061,-3.600000000000364,-1.599999999999909,0.0,0.0,3807.2,3807.4,1,1,3809.0,3810.8,1,2
2023-06-29 14:54:19.890526,-3.600000000000364,-2.0,0.0,0.0,3807.2,3807.4,1,1,3809.4,3810.8,1,1
2023-06-29 14:54:19.892524,-4.200000000000273,-2.200000000000273,0.0,0.0,3806.6,3807.2,3,5,3809.4,3810.8,1,1
2023-06-29 14:54:20.780578,-4.199999999999818,-2.200000000000273,0.0,0.0,3806.8,3807.2,2,6,3809.4,3811.0,1,1
2023-06-29 14:54:21.056637,-4.0,-2.400000000000091,0.0,0.0,3806.8,3807.2,2,6,3809.6,3810.8,1,1
2023-06-29 14:54:23.320360,-4.0,-2.599999999999909,0.0,0.0,3806.8,3807.0,1,1,3809.6,3810.8,1,1
2023-06-29 14:54:23.852099,-4.200000000000273,-2.799999999999727,0.0,0.0,3806.6,3806.8,3,1,3809.6,3810.8,1,1
2023-06-29 14:54:24.048321,-4.0,-2.399999999999636,0.0,0.0,3806.6,3806.8,3,1,3809.2,3810.6,1,1
2023-06-29 14:54:24.583597,-3.800000000000182,-2.599999999999909,1.0,0.0,3806.6,3806.8,3,1,3809.4,3810.4,1,3
2023-06-29 14:54:25.012826,-3.800000000000182,-2.399999999999636,0.0,0.0,3806.6,3806.8,1,1,3809.2,3810.4,1,3
2023-06-29 14:54:25.520580,-3.400000000000091,-2.0,0.0,0.0,3807.0,3807.2,1,4,3809.2,3810.4,1,3
2023-06-29 14:54:26.331149,-3.800000000000182,-2.399999999999636,0.0,0.0,3806.6,3806.8,1,2,3809.2,3810.4,1,3
2023-06-29 14:54:26.741216,-4.0,-2.199999999999818,1.0,0.0,3806.4,3807.0,12,7,3809.2,3810.4,1,3
2023-06-29 14:54:28.048843,-3.599999999999909,-2.399999999999636,0.0,0.0,3806.4,3806.8,11,1,3809.2,3810.0,1,1
2023-06-29 14:54:28.538923,-3.599999999999909,-2.199999999999818,0.0,0.0,3806.4,3807.0,11,8,3809.2,3810.0,1,1
2023-06-29 14:54:29.238171,-3.400000000000091,-2.199999999999818,0.0,0.0,3806.6,3807.0,1,9,3809.2,3810.0,1,1
2023-06-29 14:54:30.365443,-3.599999999999909,-2.199999999999818,0.0,0.0,3806.4,3807.0,11,8,3809.2,3810.0,1,1
2023-06-29 14:54:31.094171,-3.599999999999909,-2.599999999999909,0.0,0.0,3806.4,3806.6,11,2,3809.2,3810.0,1,1
2023-06-29 14:54:31.694520,-3.599999999999909,-2.400000000000091,0.0,0.0,3806.4,3806.6,11,2,3809.0,3810.0,1,1
2023-06-29 14:54:32.113381,-3.599999999999909,-2.0,0.0,1.0,3806.4,3806.6,11,2,3808.6,3810.0,5,1
2023-06-29 14:54:32.574880,-3.599999999999909,-2.200000000000273,0.0,0.0,3806.4,3806.6,11,2,3808.8,3810.0,1,1
2023-06-29 14:54:34.297217,-3.599999999999909,-2.0,0.0,0.0,3806.4,3806.8,4,1,3808.8,3810.0,1,1
2023-06-29 14:54:34.940376,-3.199999999999818,-1.800000000000182,0.0,0.0,3806.8,3807.0,2,9,3808.8,3810.0,1,2
2023-06-29 14:54:35.051939,-3.800000000000182,-2.400000000000091,0.0,0.0,3806.2,3806.4,16,1,3808.8,3810.0,1,2
2023-06-29 14:54:35.538749,-3.800000000000182,-2.599999999999909,0.0,0.0,3806.2,3806.4,16,1,3809.0,3810.0,1,1
2023-06-29 14:54:36.090582,-3.800000000000182,-2.400000000000091,0.0,0.0,3806.2,3806.4,14,1,3808.8,3810.0,1,1
2023-06-29 14:54:36.092044,-3.800000000000182,-2.0,0.0,0.0,3806.2,3806.8,13,3,3808.8,3810.0,1,1
2023-06-29 14:54:36.821038,-3.599999999999909,-2.0,0.0,0.0,3806.4,3806.8,1,4,3808.8,3810.0,1,1
2023-06-29 14:54:36.976313,-3.800000000000182,-2.0,0.0,0.0,3806.2,3806.8,14,2,3808.8,3810.0,1,1
2023-06-29 14:54:37.877239,-3.599999999999909,-2.0,0.0,0.0,3806.4,3806.8,2,2,3808.8,3810.0,1,1
2023-06-29 14:54:38.035834,-3.599999999999909,-1.800000000000182,0.0,0.0,3806.4,3807.0,2,7,3808.8,3810.0,1,1
2023-06-29 14:54:38.761005,-3.599999999999909,-2.0,0.0,0.0,3806.4,3807.0,2,7,3809.0,3810.0,1,1
2023-06-29 14:54:39.481345,-3.800000000000182,-2.0,0.0,0.0,3806.2,3807.0,14,6,3809.0,3810.0,1,1
2023-06-29 14:54:39.995944,-3.800000000000182,-1.800000000000182,0.0,0.0,3806.2,3807.0,14,6,3808.8,3810.0,1,1
2023-06-29 14:54:40.347970,-3.400000000000091,-1.800000000000182,0.0,0.0,3806.6,3807.0,1,6,3808.8,3810.0,1,1
2023-06-29 14:54:40.751139,-3.400000000000091,-2.0,0.0,0.0,3806.6,3806.8,2,1,3808.8,3810.0,1,1
2023-06-29 14:54:40.977752,-3.599999999999909,-1.800000000000182,0.0,0.0,3806.4,3807.0,4,6,3808.8,3810.0,1,1
2023-06-29 14:54:41.817083,-3.599999999999909,-2.0,0.0,0.0,3806.4,3806.8,3,1,3808.8,3810.0,1,1
2023-06-29 14:54:42.511413,-3.599999999999909,-2.200000000000273,0.0,0.0,3806.4,3806.6,2,9,3808.8,3810.0,1,1
2023-06-29 14:54:44.546998,-3.599999999999909,-3.200000000000273,0.0,0.0,3806.4,3806.6,1,8,3809.8,3810.0,1,1
2023-06-29 14:54:44.997635,-3.599999999999909,-2.200000000000273,0.0,0.0,3806.4,3806.6,1,8,3808.8,3810.0,1,1
2023-06-29 14:54:45.477361,-3.400000000000091,-2.200000000000273,0.0,0.0,3806.4,3806.6,1,8,3808.8,3809.8,1,1
2023-06-29 14:54:46.012550,-3.599999999999909,-2.200000000000273,0.0,0.0,3806.4,3806.6,1,6,3808.8,3810.0,1,1
2023-06-29 14:54:47.006294,-3.599999999999909,-2.0,0.0,0.0,3806.4,3806.8,3,1,3808.8,3810.0,1,1
2023-06-29 14:54:47.800430,-3.599999999999909,-1.800000000000182,0.0,0.0,3806.4,3807.0,5,8,3808.8,3810.0,1,1
2023-06-29 14:54:47.970520,-3.599999999999909,-2.0,0.0,0.0,3806.4,3807.0,5,8,3809.0,3810.0,1,1
2023-06-29 14:54:47.972525,-3.599999999999909,-2.199999999999818,0.0,0.0,3806.4,3806.8,5,1,3809.0,3810.0,1,1
2023-06-29 14:54:48.752481,-3.599999999999909,-2.0,0.0,0.0,3806.4,3807.0,9,8,3809.0,3810.0,1,1
2023-06-29 14:54:49.024132,-3.400000000000091,-2.0,0.0,0.0,3806.4,3807.0,9,8,3809.0,3809.8,1,1
2023-06-29 14:54:49.027202,-3.200000000000273,-2.0,0.0,0.0,3806.6,3807.0,1,8,3809.0,3809.8,1,1
2023-06-29 14:54:49.493908,-3.400000000000091,-2.0,0.0,0.0,3806.4,3807.0,10,8,3809.0,3809.8,1,1
2023-06-29 14:54:49.977901,-3.599999999999909,-2.0,0.0,0.0,3806.4,3807.0,10,8,3809.0,3810.0,1,1
2023-06-29 14:54:50.325537,-3.599999999999909,-2.400000000000091,0.0,0.0,3806.4,3806.6,10,1,3809.0,3810.0,1,1
2023-06-29 14:54:51.267980,-3.599999999999909,-2.199999999999818,0.0,0.0,3806.4,3806.8,11,3,3809.0,3810.0,1,1
2023-06-29 14:54:51.478361,-3.400000000000091,-2.199999999999818,0.0,0.0,3806.4,3806.8,11,3,3809.0,3809.8,1,1
2023-06-29 14:54:53.529070,-3.200000000000273,-2.199999999999818,0.0,0.0,3806.6,3806.8,2,5,3809.0,3809.8,1,1
2023-06-29 14:54:54.806226,-3.400000000000091,-2.199999999999818,0.0,0.0,3806.6,3806.8,5,6,3809.0,3810.0,1,1
2023-06-29 14:54:55.560346,-3.400000000000091,-2.0,0.0,0.0,3806.6,3807.0,6,8,3809.0,3810.0,1,1
2023-06-29 14:54:56.494894,-3.400000000000091,-2.199999999999818,0.0,0.0,3806.6,3807.0,6,8,3809.2,3810.0,1,1
2023-06-29 14:54:57.268331,-3.400000000000091,-2.399999999999636,0.0,0.0,3806.6,3806.8,6,1,3809.2,3810.0,1,1
2023-06-29 14:54:58.984001,-3.400000000000091,-2.199999999999818,0.0,0.0,3806.6,3807.0,6,6,3809.2,3810.0,1,1
2023-06-29 14:55:00.071202,-3.599999999999909,-2.199999999999818,0.0,0.0,3806.4,3807.0,14,6,3809.2,3810.0,1,1
2023-06-29 14:55:00.747913,-3.400000000000091,-2.199999999999818,0.0,0.0,3806.6,3807.0,2,4,3809.2,3810.0,1,1
2023-06-29 14:55:01.389439,-3.400000000000091,-2.0,0.0,0.0,3806.6,3807.2,3,3,3809.2,3810.0,1,1
2023-06-29 14:55:01.857949,-3.0,-2.0,0.0,0.0,3807.0,3807.2,2,3,3809.2,3810.0,1,1
2023-06-29 14:55:02.031309,-3.0,-2.200000000000273,0.0,0.0,3807.0,3807.2,2,3,3809.4,3810.0,1,1
2023-06-29 14:55:02.033343,-2.599999999999909,-1.800000000000182,0.0,0.0,3807.4,3807.6,1,6,3809.4,3810.0,1,1
2023-06-29 14:55:02.647126,-2.799999999999727,-1.800000000000182,0.0,0.0,3807.4,3807.6,1,6,3809.4,3810.2,1,1
2023-06-29 14:55:03.165203,-2.799999999999727,-2.0,0.0,0.0,3807.4,3807.6,1,6,3809.6,3810.2,1,1
2023-06-29 14:55:03.750470,-3.400000000000091,-2.0,0.0,0.0,3807.4,3807.6,3,9,3809.6,3810.8,1,2
2023-06-29 14:55:03.752594,-4.0,-2.199999999999818,0.0,0.0,3806.8,3807.4,2,3,3809.6,3810.8,1,2
2023-06-29 14:55:04.260485,-3.799999999999727,-1.7999999999997272,0.0,1.0,3806.8,3807.4,2,3,3809.2,3810.6,5,1
2023-06-29 14:55:04.614720,-3.599999999999909,-1.7999999999997272,0.0,1.0,3807.0,3807.4,3,2,3809.2,3810.6,5,1
2023-06-29 14:55:04.619742,-3.599999999999909,-2.0,0.0,0.0,3807.0,3807.4,3,2,3809.4,3810.6,1,1
2023-06-29 14:55:04.924192,-4.0,-2.0,0.0,0.0,3806.6,3807.4,4,3,3809.4,3810.6,1,1
2023-06-29 14:55:05.089269,-3.799999999999727,-2.200000000000273,0.0,0.0,3806.8,3807.2,2,1,3809.4,3810.6,1,1
2023-06-29 14:55:05.553884,-3.599999999999909,-2.200000000000273,0.0,0.0,3806.8,3807.2,2,1,3809.4,3810.4,1,1
2023-06-29 14:55:05.902895,-3.800000000000182,-2.200000000000273,0.0,0.0,3806.6,3807.2,4,2,3809.4,3810.4,1,1
2023-06-29 14:55:06.100306,-3.400000000000091,-2.200000000000273,0.0,0.0,3807.0,3807.2,1,1,3809.4,3810.4,1,1
2023-06-29 14:55:06.587780,-3.599999999999909,-2.200000000000273,0.0,0.0,3806.8,3807.2,1,1,3809.4,3810.4,1,1
2023-06-29 14:55:07.138007,-3.599999999999909,-2.400000000000091,0.0,0.0,3806.8,3807.2,1,1,3809.6,3810.4,1,1
2023-06-29 14:55:07.142016,-3.599999999999909,-2.199999999999818,0.0,0.0,3806.8,3807.4,1,2,3809.6,3810.4,1,1
2023-06-29 14:55:07.641331,-3.599999999999909,-2.0,0.0,0.0,3806.8,3807.6,1,8,3809.6,3810.4,1,1
2023-06-29 14:55:08.183378,-3.599999999999909,-1.599999999999909,0.0,1.0,3806.8,3807.6,1,8,3809.2,3810.4,5,1
2023-06-29 14:55:08.186361,-3.400000000000091,-1.7999999999997272,0.0,0.0,3807.0,3807.4,2,1,3809.2,3810.4,5,1
2023-06-29 14:55:08.829362,-3.800000000000182,-1.800000000000182,0.0,0.0,3807.0,3807.6,1,8,3809.4,3810.8,2,2
2023-06-29 14:55:09.438159,-3.400000000000091,-1.800000000000182,0.0,0.0,3807.2,3807.6,1,8,3809.4,3810.6,2,1
2023-06-29 14:55:09.812762,-3.400000000000091,-2.0,0.0,0.0,3807.2,3807.4,2,1,3809.4,3810.6,2,1
2023-06-29 14:55:10.112217,-3.400000000000091,-1.800000000000182,0.0,0.0,3807.2,3807.6,2,8,3809.4,3810.6,2,1
2023-06-29 14:55:10.640598,-3.400000000000091,-2.0,0.0,0.0,3807.2,3807.6,2,8,3809.6,3810.6,1,1
2023-06-29 14:55:11.114430,-3.400000000000091,-2.200000000000273,0.0,0.0,3807.2,3807.6,2,7,3809.8,3810.6,1,1
2023-06-29 14:55:11.161449,-3.400000000000091,-2.400000000000091,0.0,0.0,3807.2,3807.4,4,1,3809.8,3810.6,1,1
2023-06-29 14:55:11.659092,-3.400000000000091,-2.200000000000273,0.0,0.0,3807.2,3807.6,5,6,3809.8,3810.6,1,1
2023-06-29 14:55:12.328542,-3.199999999999818,-2.0,0.0,0.0,3807.4,3807.8,2,10,3809.8,3810.6,1,1
2023-06-29 14:55:12.583894,-3.400000000000091,-2.0,0.0,0.0,3807.4,3807.8,2,10,3809.8,3810.8,1,2
2023-06-29 14:55:12.656933,-3.600000000000364,-2.200000000000273,0.0,0.0,3807.2,3807.6,3,1,3809.8,3810.8,1,2
2023-06-29 14:55:13.001942,-3.400000000000091,-2.200000000000273,0.0,0.0,3807.2,3807.6,3,1,3809.8,3810.6,1,1
2023-06-29 14:55:13.543789,-3.600000000000364,-2.200000000000273,0.0,0.0,3807.2,3807.6,3,1,3809.8,3810.8,1,2
2023-06-29 14:55:13.855434,-3.400000000000091,-2.0,0.0,0.0,3807.4,3807.8,1,7,3809.8,3810.8,1,2
2023-06-29 14:55:14.470672,-3.600000000000364,-2.0,0.0,0.0,3807.2,3807.8,4,6,3809.8,3810.8,1,2
2023-06-29 14:55:14.865413,-3.0,-1.800000000000182,0.0,0.0,3807.8,3808.0,4,16,3809.8,3810.8,1,2
2023-06-29 14:55:15.037421,-3.0,-2.0,0.0,0.0,3807.8,3808.0,4,16,3810.0,3810.8,2,2
2023-06-29 14:55:15.782112,-3.400000000000091,-2.0,0.0,0.0,3807.4,3808.0,1,15,3810.0,3810.8,2,2
2023-06-29 14:55:16.558764,-3.400000000000091,-1.800000000000182,0.0,0.0,3807.4,3808.0,1,15,3809.8,3810.8,1,2
2023-06-29 14:55:16.919156,-3.0,-1.800000000000182,0.0,0.0,3807.8,3808.0,1,3,3809.8,3810.8,1,2
2023-06-29 14:55:17.003308,-2.800000000000182,-1.800000000000182,0.0,0.0,3808.0,3808.2,8,8,3810.0,3810.8,2,2
2023-06-29 14:55:17.480038,-2.800000000000182,-2.0,0.0,0.0,3808.0,3808.2,8,8,3810.2,3810.8,1,2
2023-06-29 14:55:18.048665,-3.200000000000273,-2.199999999999818,0.0,0.0,3807.6,3808.0,1,5,3810.2,3810.8,1,2
2023-06-29 14:55:18.546997,-3.400000000000091,-2.199999999999818,0.0,0.0,3807.4,3808.0,1,4,3810.2,3810.8,1,2
2023-06-29 14:55:19.077300,-3.400000000000091,-1.800000000000182,0.0,0.0,3807.4,3808.0,1,4,3809.8,3810.8,1,2
2023-06-29 14:55:19.080303,-3.200000000000273,-1.800000000000182,0.0,0.0,3807.6,3808.0,1,3,3809.8,3810.8,1,2
2023-06-29 14:55:19.581280,-3.200000000000273,-2.0,0.0,0.0,3807.6,3808.0,1,3,3810.0,3810.8,1,2
2023-06-29 14:55:20.250088,-3.400000000000091,-1.800000000000182,0.0,0.0,3807.4,3808.2,1,11,3810.0,3810.8,1,2
2023-06-29 14:55:20.904112,-3.200000000000273,-2.0,0.0,0.0,3807.6,3808.0,4,1,3810.0,3810.8,1,2
2023-06-29 14:55:21.037414,-3.200000000000273,-2.199999999999818,0.0,0.0,3807.6,3807.8,3,1,3810.0,3810.8,1,2
2023-06-29 14:55:21.735724,-3.200000000000273,-1.800000000000182,0.0,0.0,3807.6,3808.2,3,11,3810.0,3810.8,1,2
2023-06-29 14:55:22.549507,-3.200000000000273,-2.0,0.0,0.0,3807.6,3808.0,3,1,3810.0,3810.8,1,2
2023-06-29 14:55:23.867830,-3.200000000000273,-1.800000000000182,0.0,0.0,3807.6,3808.2,3,10,3810.0,3810.8,1,2
2023-06-29 14:55:24.977730,-3.400000000000091,-1.800000000000182,0.0,0.0,3807.4,3808.2,1,14,3810.0,3810.8,1,2
2023-06-29 14:55:25.512262,-3.400000000000091,-1.6000000000003638,0.0,0.0,3807.4,3808.2,1,14,3809.8,3810.8,1,2
2023-06-29 14:55:25.516262,-3.400000000000091,-1.800000000000182,0.0,0.0,3807.4,3808.0,1,1,3809.8,3810.8,1,2
2023-06-29 14:55:26.061874,-3.400000000000091,-1.6000000000003638,0.0,0.0,3807.4,3808.2,1,14,3809.8,3810.8,1,2
2023-06-29 14:55:27.322626,-3.200000000000273,-2.0,0.0,0.0,3807.6,3808.0,2,1,3810.0,3810.8,1,2
2023-06-29 14:55:27.999381,-3.200000000000273,-1.800000000000182,0.0,0.0,3807.6,3808.2,4,14,3810.0,3810.8,1,2
2023-06-29 14:55:29.283439,-2.800000000000182,-1.800000000000182,0.0,0.0,3808.0,3808.2,1,15,3810.0,3810.8,1,2
2023-06-29 14:55:32.550782,-2.800000000000182,-2.0,0.0,0.0,3808.0,3808.2,9,5,3810.2,3810.8,1,2
2023-06-29 14:55:34.575869,-2.800000000000182,-1.7999999999997272,0.0,0.0,3808.0,3808.4,7,1,3810.2,3810.8,1,2
2023-06-29 14:55:35.131832,-2.800000000000182,-2.0,0.0,0.0,3808.0,3808.4,7,1,3810.4,3810.8,1,2
2023-06-29 14:55:36.049136,-2.600000000000364,-2.0,0.0,0.0,3808.2,3808.4,1,1,3810.4,3810.8,1,2
2023-06-29 14:55:36.560735,-2.400000000000091,-1.800000000000182,0.0,0.0,3808.4,3808.6,4,3,3810.4,3810.8,1,2
2023-06-29 14:55:37.061870,-2.600000000000364,-2.0,0.0,0.0,3808.2,3808.4,3,2,3810.4,3810.8,1,2
2023-06-29 14:55:38.462280,-2.800000000000182,-2.200000000000273,0.0,0.0,3808.0,3808.2,2,1,3810.4,3810.8,1,2
2023-06-29 14:55:39.023233,-2.800000000000182,-1.6000000000003638,0.0,0.0,3808.0,3808.2,2,2,3809.8,3810.8,1,2
2023-06-29 14:55:39.617703,-2.800000000000182,-1.800000000000182,0.0,0.0,3808.0,3808.2,2,2,3810.0,3810.8,1,2
2023-06-29 14:55:40.572386,-3.600000000000364,-2.599999999999909,0.0,0.0,3807.2,3807.4,1,1,3810.0,3810.8,1,2
2023-06-29 14:55:40.959832,-3.400000000000091,-2.0,0.0,0.0,3807.2,3807.4,1,1,3809.4,3810.6,1,1
2023-06-29 14:55:41.551962,-3.600000000000364,-2.199999999999818,0.0,0.0,3807.2,3807.4,1,1,3809.6,3810.8,2,2
2023-06-29 14:55:41.553931,-2.800000000000182,-1.400000000000091,0.0,0.0,3808.0,3808.2,1,12,3809.6,3810.8,2,2
2023-06-29 14:55:42.058504,-2.800000000000182,-1.6000000000003638,0.0,0.0,3808.0,3808.2,1,12,3809.8,3810.8,1,2
2023-06-29 14:55:42.406461,-3.200000000000273,-1.800000000000182,0.0,0.0,3807.6,3808.0,1,11,3809.8,3810.8,1,2
2023-06-29 14:55:43.518593,-3.0,-1.400000000000091,0.0,0.0,3807.6,3808.0,2,12,3809.4,3810.6,1,1
2023-06-29 14:55:43.519578,-3.199999999999818,-1.800000000000182,0.0,0.0,3807.4,3807.6,5,1,3809.4,3810.6,1,1
2023-06-29 14:55:44.025410,-3.199999999999818,-1.599999999999909,0.0,0.0,3807.4,3807.6,5,1,3809.2,3810.6,5,1
2023-06-29 14:55:44.060413,-3.799999999999727,-1.3999999999996362,0.0,1.0,3806.8,3807.8,3,10,3809.2,3810.6,5,1
2023-06-29 14:55:44.645638,-3.599999999999909,-1.800000000000182,0.0,0.0,3807.0,3807.6,5,9,3809.4,3810.6,1,1
2023-06-29 14:55:45.199686,-3.599999999999909,-2.0,0.0,0.0,3807.0,3807.4,3,1,3809.4,3810.6,1,1
2023-06-29 14:55:45.852990,-3.400000000000091,-2.0,0.0,0.0,3807.2,3807.4,1,3,3809.4,3810.6,1,1
2023-06-29 14:55:46.008566,-3.200000000000273,-2.0,0.0,0.0,3807.2,3807.4,1,3,3809.4,3810.4,1,1
2023-06-29 14:55:46.558966,-3.400000000000091,-2.0,0.0,0.0,3807.0,3807.4,2,12,3809.4,3810.4,1,1
2023-06-29 14:55:47.068063,-3.599999999999909,-2.0,0.0,0.0,3807.0,3807.4,2,12,3809.4,3810.6,1,1
2023-06-29 14:55:47.497069,-3.400000000000091,-2.0,0.0,0.0,3807.0,3807.4,2,12,3809.4,3810.4,1,1
2023-06-29 14:55:49.765890,-3.200000000000273,-2.0,0.0,0.0,3807.2,3807.6,4,4,3809.6,3810.4,1,1
2023-06-29 14:55:50.050254,-3.400000000000091,-2.200000000000273,0.0,0.0,3807.2,3807.6,4,4,3809.8,3810.6,1,1
2023-06-29 14:55:50.844273,-3.199999999999818,-2.200000000000273,0.0,0.0,3807.4,3807.6,2,3,3809.8,3810.6,1,1
2023-06-29 14:55:51.561849,-3.199999999999818,-2.0,0.0,0.0,3807.4,3807.8,1,11,3809.8,3810.6,1,1
2023-06-29 14:55:52.194169,-3.400000000000091,-2.400000000000091,0.0,0.0,3807.2,3807.4,4,4,3809.8,3810.6,1,1
2023-06-29 14:55:53.010757,-3.400000000000091,-2.199999999999818,0.0,0.0,3807.2,3807.4,4,4,3809.6,3810.6,1,1
2023-06-29 14:55:53.081309,-3.199999999999818,-1.7999999999997272,0.0,0.0,3807.4,3807.8,1,10,3809.6,3810.6,1,1
2023-06-29 14:55:54.035926,-3.199999999999818,-1.599999999999909,0.0,0.0,3807.4,3808.0,1,16,3809.6,3810.6,1,1
2023-06-29 14:55:54.771366,-3.199999999999818,-2.0,0.0,0.0,3807.4,3807.6,1,1,3809.6,3810.6,1,1
2023-06-29 14:55:55.089075,-3.0,-2.0,0.0,0.0,3807.4,3807.6,1,1,3809.6,3810.4,1,1
2023-06-29 14:55:55.091076,-3.0,-1.7999999999997272,0.0,0.0,3807.4,3807.8,2,1,3809.6,3810.4,1,1
2023-06-29 14:55:55.528664,-3.199999999999818,-1.7999999999997272,0.0,0.0,3807.4,3807.8,2,1,3809.6,3810.6,1,1
2023-06-29 14:55:56.003027,-2.799999999999727,-1.599999999999909,0.0,0.0,3807.8,3808.0,1,6,3809.6,3810.6,1,1
2023-06-29 14:55:56.618438,-3.199999999999818,-2.0,0.0,0.0,3807.4,3807.8,1,1,3809.8,3810.6,1,1
2023-06-29 14:55:57.057266,-3.199999999999818,-1.7999999999997272,0.0,0.0,3807.4,3807.8,1,1,3809.6,3810.6,1,1
2023-06-29 14:55:57.060258,-3.599999999999909,-1.599999999999909,0.0,0.0,3807.0,3808.0,11,7,3809.6,3810.6,1,1
